Órgão,Início,Término,Ciclo,Atividade,Dica,Municípios,Participação,ID,VTR,Viatura,KM
"REDEC 10 - NORTE","2022-10-20 08:00:00","2022-10-20 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8465,,,
"REDEC 6 - SUL II","2022-10-20 08:00:00","2022-10-21 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,8467,,,
CCCEN,"2022-10-20 08:50:00","2022-10-20 09:15:00","Prevenção de Riscos e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8474,,,
"REDEC 2 - BAIXADA FLUMINENSE","2022-10-20 10:00:00","2022-10-20 12:00:00","Preparação para Emergências e Desastres","Capacitação Externa","Capacitação feita por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC)",participante,8563,,,
CEMADEN-RJ,"2022-10-20 19:25:00","2022-10-20 19:35:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8476,,,
SUOP,"2022-10-21 07:00:00","2022-10-21 17:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",promotor,8462,,,
"REDEC 5 - SUL I","2022-10-21 07:30:00","2022-10-21 17:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",participante,8480,Sim,"ARDC - 036",260
CEMADEN-RJ,"2022-10-21 07:51:00","2022-10-21 08:05:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8477,,,
"REDEC 10 - NORTE","2022-10-21 08:00:00","2022-10-21 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8478,,,
"REDEC 3 - METROPOLITANA","2022-10-21 08:00:00","2022-10-21 16:30:00","Mitigação de Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",participante,8492,Sim,"ARDC - 015",45
"REDEC 8 - SERRANA II","2022-10-21 08:00:00","2022-10-21 17:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",participante,8506,Sim,"ARDC - 032",300
"REDEC 2 - BAIXADA FLUMINENSE","2022-10-21 08:00:00","2022-10-21 17:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC), Belford Roxo, Duque de Caxias, Guapimirim, Magé, Mesquita, Nilópolis, Nova Iguaçu, São João de Meriti",promotor,8514,,,
"REDEC 9 - BAIXADA LITORÂNEA","2022-10-21 08:00:00","2022-10-21 16:00:00","Prevenção de Riscos e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",participante,8517,Sim,"ARDC - 034",400
CCCEN,"2022-10-21 09:00:00","2022-10-21 10:20:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8479,,,
"REDEC 9 - BAIXADA LITORÂNEA","2022-10-21 13:30:00","2022-10-21 15:30:00","Prevenção de Riscos e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8516,,,
CEMADEN-RJ,"2022-10-21 19:05:00","2022-10-21 19:12:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8481,,,
"REDEC 10 - NORTE","2022-10-22 00:00:00","2022-10-22 23:59:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8488,,,
CEMADEN-RJ,"2022-10-22 07:34:00","2022-10-22 07:42:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8482,,,
CEMADEN-RJ,"2022-10-22 21:00:00","2022-10-22 21:12:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8483,,,
"REDEC 10 - NORTE","2022-10-23 00:00:00","2022-10-23 23:59:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8489,,,
CEMADEN-RJ,"2022-10-23 07:19:00","2022-10-23 07:27:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8484,,,
CCCEN,"2022-10-23 09:00:00","2022-10-23 10:00:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8485,,,
CEMADEN-RJ,"2022-10-23 21:22:00","2022-10-23 21:27:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8486,,,
CEMADEN-RJ,"2022-10-24 07:28:00","2022-10-24 07:35:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8487,,,
"REDEC 10 - NORTE","2022-10-24 08:00:00","2022-10-24 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8490,,,
SUOP,"2022-10-24 09:00:00","2022-10-24 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",promotor,8444,,,
"REDEC 8 - SERRANA II","2022-10-24 09:00:00","2022-10-24 10:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,8508,,,
"REDEC 7 - SERRANA I","2022-10-24 09:00:00","2022-10-24 10:15:00","Prevenção de Riscos e Desastres","Elaboração de Trabalho Técnico","Construção de documentos, estudos e pesquisas por meio de laudos, registro de resultados de experimentos, memorial descritivo, memorial de cálculo, recomendação, norma, manual, instrução, descrição de procedimento (de operação, atividade ou conduta), relatório e outros","Rio de Janeiro (SEDEC), Areal, Carmo, Petrópolis, São José do Vale do Rio Preto, Sapucaia, Sumidouro, Teresópolis",participante,8512,,,
"REDEC 3 - METROPOLITANA","2022-10-24 09:00:00","2022-10-24 10:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,8518,,,
CCCEN,"2022-10-24 09:05:00","2022-10-24 10:45:00","Prevenção de Riscos e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8491,,,
SUOP,"2022-10-24 10:30:00","2022-10-24 12:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",promotor,8446,,,
CCCEN,"2022-10-24 11:46:00","2022-10-24 12:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis",promotor,8495,,,
"REDEC 7 - SERRANA I","2022-10-24 15:30:00","2022-10-24 16:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","São José do Vale do Rio Preto",promotor,8510,,,
"REDEC 7 - SERRANA I","2022-10-24 16:30:00","2022-10-24 17:15:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","São José do Vale do Rio Preto",promotor,8511,,,
CEMADEN-RJ,"2022-10-24 19:02:00","2022-10-24 19:09:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8496,,,
"REDEC 11 - NOROESTE","2022-10-25 07:30:00","2022-10-25 08:40:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP",Itaperuna,promotor,8500,Sim,"ARDC - 026",60
"REDEC 6 - SUL II","2022-10-25 08:00:00","2022-10-26 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,8502,,,
"REDEC 10 - NORTE","2022-10-25 08:00:00","2022-10-25 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8503,,,
"REDEC 7 - SERRANA I","2022-10-25 08:00:00","2022-10-25 12:30:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam",Areal,participante,8509,Sim,ARDC-023,100
"REDEC 5 - SUL I","2022-10-25 08:30:00","2022-10-25 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Barra do Piraí",participante,8498,,,
CCCEN,"2022-10-25 09:00:00","2022-10-25 09:55:00","Prevenção de Riscos e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8497,,,
"REDEC 11 - NOROESTE","2022-10-25 09:30:00","2022-10-25 12:00:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","São José de Ubá",promotor,8501,Sim,"ARDC - 026",80
CEMADEN-RJ,"2022-10-25 13:00:00","2022-10-25 13:05:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8499,,,
"REDEC 3 - METROPOLITANA","2022-10-25 13:30:00","2022-10-25 15:40:00","Mitigação de Emergências e Desastres","Capacitação Interna","Capacitação feita para integrantes do prórpio órgão. O registro é apenas do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,8519,,,
"REDEC 8 - SERRANA II","2022-10-25 13:30:00","2022-10-25 17:00:00","Preparação para Emergências e Desastres","Capacitação Interna","Capacitação feita para integrantes do prórpio órgão. O registro é apenas do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,8543,,,
"REDEC 10 - NORTE","2022-10-26 08:00:00","2022-10-26 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8513,,,
"REDEC 7 - SERRANA I","2022-10-26 09:30:00","2022-10-26 12:30:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC), Teresópolis",participante,8541,,,
CCCEN,"2022-10-26 10:00:00","2022-10-26 10:30:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8515,,,
CEMADEN-RJ,"2022-10-26 10:00:00","2022-10-26 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco de Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,8801,,,
"REDEC 10 - NORTE","2022-10-27 08:00:00","2022-10-27 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8520,,,
CCCEN,"2022-10-27 09:00:00","2022-10-27 10:00:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8521,,,
"REDEC 8 - SERRANA II","2022-10-27 09:00:00","2022-10-27 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC), Nova Friburgo",participante,8544,,,
"REDEC 4 - COSTA VERDE","2022-10-27 09:00:00","2022-10-27 10:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Angra dos Reis",promotor,8585,,,
"REDEC 3 - METROPOLITANA","2022-10-27 10:00:00","2022-10-27 12:15:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Tanguá,promotor,8524,Sim,"ARDC - 015",200
CEMADEN-RJ,"2022-10-27 10:00:00","2022-10-27 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco de Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,8800,,,
"REDEC 10 - NORTE","2022-10-27 15:00:00","2022-10-27 16:30:00","Preparação para Emergências e Desastres","Capacitação Externa","Capacitação feita por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Campos dos Goytacazes",promotor,8523,,,
CEMADEN-RJ,"2022-10-27 19:11:00","2022-10-27 19:17:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8522,,,
CEMADEN-RJ,"2022-10-28 07:10:00","2022-10-28 07:20:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8525,,,
"REDEC 10 - NORTE","2022-10-28 08:00:00","2022-10-28 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8526,,,
"REDEC 4 - COSTA VERDE","2022-10-28 08:30:00","2022-10-28 09:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Angra dos Reis",promotor,8586,,,
CCCEN,"2022-10-28 09:00:00","2022-10-28 09:21:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8527,,,
CEMADEN-RJ,"2022-10-28 10:00:00","2022-10-28 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco de Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,8799,,,
CEMADEN-RJ,"2022-10-28 19:18:00","2022-10-28 19:30:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8528,,,
CEMADEN-RJ,"2022-10-29 07:58:00","2022-10-29 08:24:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8530,,,
"REDEC 10 - NORTE","2022-10-29 08:00:00","2022-10-29 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8529,,,
CCCEN,"2022-10-29 09:00:00","2022-10-29 09:30:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8531,,,
CEMADEN-RJ,"2022-10-29 10:00:00","2022-10-29 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco de Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,8797,,,
CEMADEN-RJ,"2022-10-29 20:17:00","2022-10-29 20:23:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Rio de Janeiro (SEDEC)",promotor,8532,,,
"REDEC 10 - NORTE","2022-10-30 08:00:00","2022-10-30 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco de Itabapoana, São João da Barra",promotor,8533,,,
CCCEN,"2022-10-30 09:25:00","2022-10-30 10:05:00","Prevenção de Riscos e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,8535,,,
CEMADEN-RJ,"2022-10-30 09:37:00","2022-10-30 09:41:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8534,,,
CEMADEN-RJ,"2022-10-30 10:00:00","2022-10-30 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco de Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,8796,,,
CEMADEN-RJ,"2022-10-30 18:50:00","2022-10-30 19:10:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,8536,,,
